Eurasian Teal,Anas crecca,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/d/d5/Anas_crecca.jpg
Marbled Duck,Marmaronetta angustirostris,ANSERIFORMES,Anatidae,/img/image_not_available.jpg
Red-crested Pochard,Netta rufina,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/6/6c/Red-crested_Pochard.jpg
Common Pochard,Aythya ferina,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/0/00/Aythya_ferina.jpg
Baer's Pochard,Aythya baeri,ANSERIFORMES,Anatidae,/img/image_not_available.jpg
Ferruginous Duck,Aythya nyroca,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/b/bc/Aythya_nyroca.jpg
Tufted Duck,Aythya fuligula,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/e/ea/Aythya_fuligula.jpg
Greater Scaup,Aythya marila,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/3/36/Aythya_marila.jpg
Velvet Scoter,Melanitta fusca,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/d/d7/Melanitta_fusca.jpg
Long-tailed Duck,Clangula hyemalis,ANSERIFORMES,Anatidae,/img/image_not_available.jpg
Common Goldeneye,Bucephala clangula,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/9/94/Bucephala_clangula.jpg
Smew,Mergellus albellus,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/2/2e/Mergellus_albellus.jpg
Common Merganser,Mergus merganser,ANSERIFORMES,Anatidae,/img/image_not_available.jpg
Red-breasted Merganser,Mergus serrator,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/2/22/Mergus_serrator.jpg
White-headed Duck,Oxyura leucocephala,ANSERIFORMES,Anatidae,http://upload.wikimedia.org/wikipedia/commons/a/ac/White-headed_Duck.jpg
Black-throated Loon,Gavia arctica,GAVIIFORMES,Gaviidae,/img/image_not_available.jpg
Yellow-nosed Albatross,Thalassarche chlororhynchos,PROCELLARIIFORMES,Diomedeidae,/img/image_not_available.jpg
Cape Petrel,Daption capense,PROCELLARIIFORMES,Procellariidae,/img/image_not_available.jpg
Barau's Petrel,Pterodroma baraui,PROCELLARIIFORMES,Procellariidae,/img/image_not_available.jpg
Mascarene Petrel,Pseudobulweria aterrima,PROCELLARIIFORMES,Procellariidae,http://upload.wikimedia.org/wikipedia/commons/1/1f/Pseudobulweria_aterrima.jpg
Streaked Shearwater,Calonectris leucomelas,PROCELLARIIFORMES,Procellariidae,/img/image_not_available.jpg
Wedge-tailed Shearwater,Puffinus pacificus,PROCELLARIIFORMES,Procellariidae,/img/image_not_available.jpg
Audubon's Shearwater,Puffinus lherminieri,PROCELLARIIFORMES,Procellariidae,http://upload.wikimedia.org/wikipedia/commons/6/62/Puffinus_lherminieri.jpg
Persian Shearwater,Puffinus persicus,PROCELLARIIFORMES,Procellariidae,/img/image_not_available.jpg
Tropical Shearwater,Puffinus bailloni,PROCELLARIIFORMES,Procellariidae,/img/image_not_available.jpg
Short-tailed Shearwater,Puffinus tenuirostris,PROCELLARIIFORMES,Procellariidae,http://upload.wikimedia.org/wikipedia/commons/5/50/Puffinus_tenuirostris.jpg
Flesh-footed Shearwater,Puffinus carneipes,PROCELLARIIFORMES,Procellariidae,http://upload.wikimedia.org/wikipedia/commons/6/6d/Puffinus_carneipes.jpg
Bulwer's Petrel,Bulweria bulwerii,PROCELLARIIFORMES,Procellariidae,/img/image_not_available.jpg
Wilson's Storm Petrel,Oceanites oceanicus,PROCELLARIIFORMES,Hydrobatidae,/img/image_not_available.jpg
White-faced Storm Petrel,Pelagodroma marina,PROCELLARIIFORMES,Hydrobatidae,/img/image_not_available.jpg
Black-bellied Storm Petrel,Fregetta tropica,PROCELLARIIFORMES,Hydrobatidae,/img/image_not_available.jpg
European Storm Petrel,Hydrobates pelagicus,PROCELLARIIFORMES,Hydrobatidae,http://upload.wikimedia.org/wikipedia/commons/d/db/Hydrobates_pelagicus.jpg
Swinhoe's Storm Petrel,Oceanodroma monorhis,PROCELLARIIFORMES,Hydrobatidae,/img/image_not_available.jpg
Matsudaira's Storm Petrel,Oceanodroma matsudairae,PROCELLARIIFORMES,Hydrobatidae,/img/image_not_available.jpg
Little Grebe,Tachybaptus ruficollis,PODICIPEDIFORMES,Podicipedidae,http://upload.wikimedia.org/wikipedia/commons/5/56/Little_Grebe.jpg
Red-necked Grebe,Podiceps grisegena,PODICIPEDIFORMES,Podicipedidae,http://upload.wikimedia.org/wikipedia/commons/f/f2/Red-necked_Grebe.jpg
Great Crested Grebe,Podiceps cristatus,PODICIPEDIFORMES,Podicipedidae,http://upload.wikimedia.org/wikipedia/commons/6/69/Podiceps_cristatus.jpg
Horned Grebe,Podiceps auritus,PODICIPEDIFORMES,Podicipedidae,http://upload.wikimedia.org/wikipedia/commons/e/e2/Podiceps_auritus.jpg
Black-necked Grebe,Podiceps nigricollis,PODICIPEDIFORMES,Podicipedidae,/img/image_not_available.jpg
Greater Flamingo,Phoenicopterus roseus,PHOENICOPTERIFORMES,Phoenicopteridae,http://upload.wikimedia.org/wikipedia/commons/c/c6/Phoenicopterus_roseus.jpg
Lesser Flamingo,Phoeniconaias minor,PHOENICOPTERIFORMES,Phoenicopteridae,http://upload.wikimedia.org/wikipedia/commons/8/85/Phoeniconaias_minor.jpg
Painted Stork,Mycteria leucocephala,CICONIIFORMES,Ciconiidae,http://upload.wikimedia.org/wikipedia/commons/b/b1/Painted_Stork.jpg
Asian Openbill,Anastomus oscitans,CICONIIFORMES,Ciconiidae,/img/image_not_available.jpg
Black Stork,Ciconia nigra,CICONIIFORMES,Ciconiidae,http://upload.wikimedia.org/wikipedia/commons/8/8c/Ciconia_nigra.jpg
Woolly-necked Stork,Ciconia episcopus,CICONIIFORMES,Ciconiidae,http://upload.wikimedia.org/wikipedia/commons/3/30/Ciconia_episcopus.jpg
White Stork,Ciconia ciconia,CICONIIFORMES,Ciconiidae,http://upload.wikimedia.org/wikipedia/commons/1/10/Ciconia_ciconia.jpg
Oriental Stork,Ciconia boyciana,CICONIIFORMES,Ciconiidae,http://upload.wikimedia.org/wikipedia/commons/c/c0/Oriental_Stork.jpg
Black-necked Stork,Ephippiorhynchus asiaticus,CICONIIFORMES,Ciconiidae,http://upload.wikimedia.org/wikipedia/commons/c/cd/Black-necked_Stork.jpg
Lesser Adjutant,Leptoptilos javanicus,CICONIIFORMES,Ciconiidae,http://upload.wikimedia.org/wikipedia/commons/8/83/Leptoptilos_javanicus.jpg
Greater Adjutant,Leptoptilos dubius,CICONIIFORMES,Ciconiidae,/img/image_not_available.jpg
African Sacred Ibis,Threskiornis aethiopicus,CICONIIFORMES,Threskiornithidae,http://upload.wikimedia.org/wikipedia/commons/5/5b/Threskiornis_aethiopicus.jpg
Black-headed Ibis,Threskiornis melanocephalus,CICONIIFORMES,Threskiornithidae,/img/image_not_available.jpg
Red-naped Ibis,Pseudibis papillosa,CICONIIFORMES,Threskiornithidae,http://upload.wikimedia.org/wikipedia/commons/e/e4/Pseudibis_papillosa.jpg
Glossy Ibis,Plegadis falcinellus,CICONIIFORMES,Threskiornithidae,http://upload.wikimedia.org/wikipedia/commons/3/3f/Plegadis_chihi_at_Aransas.jpg
Eurasian Spoonbill,Platalea leucorodia,CICONIIFORMES,Threskiornithidae,http://upload.wikimedia.org/wikipedia/commons/2/2d/Platalea_leucorodia.jpg
Eurasian Bittern,Botaurus stellaris,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Little Bittern,Ixobrychus minutus,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Yellow Bittern,Ixobrychus sinensis,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/3/3d/Yellow_Bittern.jpg
Cinnamon Bittern,Ixobrychus cinnamomeus,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Black Bittern,Dupetor flavicollis,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Malayan Night Heron,Gorsachius melanolophus,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/c/c0/Gorsachius_melanolophus.jpg
Black-crowned Night Heron,Nycticorax nycticorax,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/a/a1/Nycticorax_nycticorax.jpg
Striated Heron,Butorides striata,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/b/b9/Butorides_striata.jpg
Indian Pond Heron,Ardeola grayii,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/f/fe/Indian_Pond_Heron.jpg
Chinese Pond Heron,Ardeola bacchus,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Western Cattle Egret,Bubulcus ibis,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/8/83/Bubulcus_ibis.jpg
Eastern Cattle Egret,Bubulcus coromandus,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Grey Heron,Ardea cinerea,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/d/d3/Ardea_cinerea.jpg
White-bellied Heron,Ardea insignis,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Great-billed Heron,Ardea sumatrana,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Goliath Heron,Ardea goliath,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/6/6f/Ardea_goliath.jpg
Purple Heron,Ardea purpurea,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/7/75/Ardea_purpurea.jpg
Eastern Great Egret,Ardea modesta,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/0/06/Ardea_modesta.jpg
Yellow-billed Egret,Egretta intermedia,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Little Egret,Egretta garzetta,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/9/91/Egretta_garzetta.jpg
Western Reef Heron,Egretta gularis,CICONIIFORMES,Ardeidae,http://upload.wikimedia.org/wikipedia/commons/e/e2/Egretta_gularis.jpg
Pacific Reef Heron,Egretta sacra,CICONIIFORMES,Ardeidae,/img/image_not_available.jpg
Red-billed Tropicbird,Phaethon aethereus,PELECANIFORMES,Phaethontidae,http://upload.wikimedia.org/wikipedia/commons/7/73/Phaethon_aethereus.jpg
Red-tailed Tropicbird,Phaethon rubricauda,PELECANIFORMES,Phaethontidae,http://upload.wikimedia.org/wikipedia/commons/4/4e/Red-tailed_Tropicbird.jpg
White-tailed Tropicbird,Phaethon lepturus,PELECANIFORMES,Phaethontidae,http://upload.wikimedia.org/wikipedia/commons/4/42/Phaethon_lepturus.jpg
Christmas Frigatebird,Fregata andrewsi,PELECANIFORMES,Fregatidae,/img/image_not_available.jpg
Great Frigatebird,Fregata minor,PELECANIFORMES,Fregatidae,/img/image_not_available.jpg
Lesser Frigatebird,Fregata ariel,PELECANIFORMES,Fregatidae,/img/image_not_available.jpg
Great White Pelican,Pelecanus onocrotalus,PELECANIFORMES,Pelecanidae,http://upload.wikimedia.org/wikipedia/commons/7/7f/Pelecanus_onocrotalus.jpg
Spot-billed Pelican,Pelecanus philippensis,PELECANIFORMES,Pelecanidae,http://upload.wikimedia.org/wikipedia/commons/5/56/Pelecanus_philippensis.jpg
Dalmatian Pelican,Pelecanus crispus,PELECANIFORMES,Pelecanidae,http://upload.wikimedia.org/wikipedia/commons/5/55/Pelecanus_crispus.jpg
Abbott's Booby,Papasula abbotti,PELECANIFORMES,Sulidae,/img/image_not_available.jpg
Masked Booby,Sula dactylatra,PELECANIFORMES,Sulidae,/img/image_not_available.jpg
Red-footed Booby,Sula sula,PELECANIFORMES,Sulidae,/img/image_not_available.jpg
Brown Booby,Sula leucogaster,PELECANIFORMES,Sulidae,http://upload.wikimedia.org/wikipedia/commons/f/ff/Brown_Booby.jpg
Little Cormorant,Phalacrocorax niger,PELECANIFORMES,Phalacrocoracidae,http://upload.wikimedia.org/wikipedia/commons/6/65/Phalacrocorax_niger.jpg
Indian Cormorant,Phalacrocorax fuscicollis,PELECANIFORMES,Phalacrocoracidae,/img/image_not_available.jpg
Great Cormorant,Phalacrocorax carbo,PELECANIFORMES,Phalacrocoracidae,http://upload.wikimedia.org/wikipedia/commons/c/ce/Phalacrocorax_carbo.jpg
Oriental Darter,Anhinga melanogaster,PELECANIFORMES,Anhingidae,http://upload.wikimedia.org/wikipedia/commons/1/18/Anhinga_melanogaster.jpg
Collared Falconet,Microhierax caerulescens,FALCONIFORMES,Falconidae,/img/image_not_available.jpg
Pied Falconet,Microhierax melanoleucos,FALCONIFORMES,Falconidae,/img/image_not_available.jpg
Lesser Kestrel,Falco naumanni,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/6/67/Falco_naumanni.jpg
Common Kestrel,Falco tinnunculus,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/6/6e/Falco_tinnunculus.jpg
Red-necked Falcon,Falco chicquera,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/c/c9/Falco_chicquera.jpg
Red-footed Falcon,Falco vespertinus,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/e/e4/Falco_vespertinus.jpg
Amur Falcon,Falco amurensis,FALCONIFORMES,Falconidae,/img/image_not_available.jpg
Merlin,Falco columbarius,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/3/3f/Falco_columbarius.jpg
Eurasian Hobby,Falco subbuteo,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/1/12/Falco_subbuteo.jpg
Oriental Hobby,Falco severus,FALCONIFORMES,Falconidae,/img/image_not_available.jpg
Lanner Falcon,Falco biarmicus,FALCONIFORMES,Falconidae,/img/image_not_available.jpg
Laggar Falcon,Falco jugger,FALCONIFORMES,Falconidae,/img/image_not_available.jpg
Saker Falcon,Falco cherrug,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/e/eb/Falco_cherrug.jpg
Peregrine Falcon,Falco peregrinus,FALCONIFORMES,Falconidae,http://upload.wikimedia.org/wikipedia/commons/b/b1/Falco_peregrinus.jpg
Barbary Falcon,Falco pelegrinoides,FALCONIFORMES,Falconidae,/img/image_not_available.jpg
Western Osprey,Pandion haliaetus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Jerdon's Baza,Aviceda jerdoni,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Black Baza,Aviceda leuphotes,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/a/a5/Black_Baza.jpg
Crested Honey Buzzard,Pernis ptilorhynchus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Black-winged Kite,Elanus caeruleus,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/4/49/Elanus_caeruleus.jpg
Red Kite,Milvus milvus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Black Kite,Milvus migrans,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/e/e1/Milvus_migrans.jpg
Brahminy Kite,Haliastur indus,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/6/65/Brahminy_Kite.jpg
White-bellied Sea Eagle,Haliaeetus leucogaster,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/7/7c/White-bellied_Sea_Eagle.jpg
Pallas's Fish Eagle,Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
White-tailed Eagle,Haliaeetus albicilla,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/f/f9/Haliaeetus_albicilla.jpg
Lesser Fish Eagle,Ichthyophaga humilis,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Grey-headed Fish Eagle,Ichthyophaga ichthyaetus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Bearded Vulture,Gypaetus barbatus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Egyptian Vulture,Neophron percnopterus,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/6/6e/Neophron_percnopterus.jpg
White-rumped Vulture,Gyps bengalensis,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Indian Vulture,Gyps indicus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Slender-billed Vulture,Gyps tenuirostris,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/2/2d/Gyps_tenuirostris.jpg
Himalayan Vulture,Gyps himalayensis,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/1/18/Gyps_himalayensis.jpg
Griffon Vulture,Gyps fulvus,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/b/b9/Gyps_fulvus.jpg
Red-headed Vulture,Sarcogyps calvus,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/6/6c/Sarcogyps_calvus.jpg
Cinereous Vulture,Aegypius monachus,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/8/85/Aegypius_monachus.jpg
Short-toed Snake Eagle,Circaetus gallicus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
Crested Serpent Eagle,Spilornis cheela,FALCONIFORMES,Accipitridae,http://upload.wikimedia.org/wikipedia/commons/3/3f/Nisaetus_cirrhatus.jpg
Central Nicobar Serpent Eagle,Spilornis minimus,FALCONIFORMES,Accipitridae,/img/image_not_available.jpg
